number,incident_state,active,reassignment_count,reopen_count,sys_mod_count,made_sla,caller_id,opened_by,opened_at,sys_created_by,sys_created_at,sys_updated_by,sys_updated_at,contact_type,location,category,subcategory,u_symptom,cmdb_ci,impact,urgency,priority,assignment_group,assigned_to,knowledge,u_priority_confirmation,notify,problem_id,rfc,vendor,caused_by,closed_code,resolved_by,resolved_at,closed_at
INC0000065,New,TRUE,0,0,0,TRUE,Caller 5323,Opened by  131,2/29/2016 7:38,Created by 62,2/29/2016 7:46,Updated by 265,2/29/2016 7:46,Phone,Location 108,Category 44,Subcategory 229,Symptom 580,?,2 - Medium,2 - Medium,3 - Moderate,Group 5,Resolver 216,TRUE,FALSE,Do Not Notify,?,?,?,?,code 1,Resolved by 197,3/2/2016 15:21,3/7/2016 16:00
INC0000065,New,TRUE,0,0,2,TRUE,Caller 5323,Opened by  131,2/29/2016 7:38,Created by 62,2/29/2016 7:46,Updated by 265,2/29/2016 7:55,Phone,Location 108,Category 44,Subcategory 229,Symptom 580,?,2 - Medium,2 - Medium,3 - Moderate,Group 5,Resolver 216,TRUE,FALSE,Do Not Notify,?,?,?,?,code 1,Resolved by 197,3/2/2016 15:21,3/7/2016 16:00
INC0000065,New,TRUE,0,0,3,TRUE,Caller 5323,Opened by  131,2/29/2016 7:38,Created by 62,2/29/2016 7:46,Updated by 967,2/29/2016 8:26,Phone,Location 108,Category 44,Subcategory 229,Symptom 580,?,2 - Medium,2 - Medium,3 - Moderate,Group 5,Resolver 216,TRUE,FALSE,Do Not Notify,?,?,?,?,code 1,Resolved by 197,3/2/2016 15:21,3/7/2016 16:00
INC0000065,New,TRUE,1,0,4,TRUE,Caller 5323,Opened by  131,2/29/2016 7:38,Created by 62,2/29/2016 7:46,Updated by 967,2/29/2016 8:26,Phone,Location 108,Category 44,Subcategory 229,Symptom 580,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 216,TRUE,FALSE,Do Not Notify,?,?,?,?,code 1,Resolved by 197,3/2/2016 15:21,3/7/2016 16:00
INC0000065,New,TRUE,2,0,5,TRUE,Caller 5323,Opened by  131,2/29/2016 7:38,Created by 62,2/29/2016 7:46,Updated by 798,2/29/2016 9:19,Phone,Location 108,Category 45,Subcategory 229,Symptom 580,?,2 - Medium,2 - Medium,3 - Moderate,Group 15,Resolver 216,TRUE,FALSE,Do Not Notify,?,?,?,?,code 1,Resolved by 197,3/2/2016 15:21,3/7/2016 16:00
INC0000065,New,TRUE,2,0,6,TRUE,Caller 5323,Opened by  131,2/29/2016 7:38,Created by 62,2/29/2016 7:46,Updated by 653,2/29/2016 9:26,Phone,Location 108,Category 45,Subcategory 229,Symptom 580,?,2 - Medium,2 - Medium,3 - Moderate,Group 15,Resolver 216,TRUE,FALSE,Do Not Notify,?,?,?,?,code 1,Resolved by 197,3/2/2016 15:21,3/7/2016 16:00
INC0000065,New,TRUE,3,0,7,TRUE,Caller 5323,Opened by  131,2/29/2016 7:38,Created by 62,2/29/2016 7:46,Updated by 653,2/29/2016 9:27,Phone,Location 108,Category 45,Subcategory 229,Symptom 580,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 216,TRUE,FALSE,Do Not Notify,?,?,?,?,code 1,Resolved by 197,3/2/2016 15:21,3/7/2016 16:00
INC0000065,New,TRUE,4,0,8,TRUE,Caller 5323,Opened by  131,2/29/2016 7:38,Created by 62,2/29/2016 7:46,Updated by 750,2/29/2016 11:17,Phone,Location 108,Category 45,Subcategory 229,Symptom 580,?,2 - Medium,2 - Medium,3 - Moderate,Group 12,Resolver 216,TRUE,FALSE,Do Not Notify,?,?,?,?,code 1,Resolved by 197,3/2/2016 15:21,3/7/2016 16:00
INC0000065,New,TRUE,5,0,9,TRUE,Caller 5323,Opened by  131,2/29/2016 7:38,Created by 62,2/29/2016 7:46,Updated by 798,2/29/2016 14:51,Phone,Location 108,Category 45,Subcategory 229,Symptom 580,?,2 - Medium,2 - Medium,3 - Moderate,Group 15,Resolver 216,TRUE,FALSE,Do Not Notify,?,?,?,?,code 1,Resolved by 197,3/2/2016 15:21,3/7/2016 16:00
INC0000065,New,TRUE,6,0,10,TRUE,Caller 5323,Opened by  131,2/29/2016 7:38,Created by 62,2/29/2016 7:46,Updated by 164,3/1/2016 16:52,Phone,Location 108,Category 45,Subcategory 94,Symptom 311,?,2 - Medium,2 - Medium,3 - Moderate,Group 33,Resolver 216,TRUE,FALSE,Do Not Notify,?,?,?,?,code 1,Resolved by 197,3/2/2016 15:21,3/7/2016 16:00
INC0000065,Awaiting User Info,TRUE,6,0,11,TRUE,Caller 5323,Opened by  131,2/29/2016 7:38,Created by 62,2/29/2016 7:46,Updated by 862,3/2/2016 15:17,Phone,Location 108,Category 45,Subcategory 94,Symptom 311,?,2 - Medium,2 - Medium,3 - Moderate,Group 33,Resolver 216,TRUE,FALSE,Do Not Notify,?,?,?,?,code 1,Resolved by 197,3/2/2016 15:21,3/7/2016 16:00
INC0000065,Resolved,TRUE,6,0,12,TRUE,Caller 5323,Opened by  131,2/29/2016 7:38,Created by 62,2/29/2016 7:46,Updated by 862,3/2/2016 15:21,Phone,Location 108,Category 45,Subcategory 94,Symptom 311,?,2 - Medium,2 - Medium,3 - Moderate,Group 33,Resolver 216,TRUE,FALSE,Do Not Notify,?,?,?,?,code 1,Resolved by 197,3/2/2016 15:21,3/7/2016 16:00
INC0000065,Closed,FALSE,6,0,13,TRUE,Caller 5323,Opened by  131,2/29/2016 7:38,Created by 62,2/29/2016 7:46,Updated by 908,3/7/2016 16:00,Phone,Location 108,Category 45,Subcategory 94,Symptom 311,?,2 - Medium,2 - Medium,3 - Moderate,Group 33,Resolver 216,TRUE,FALSE,Do Not Notify,?,?,?,?,code 1,Resolved by 197,3/2/2016 15:21,3/7/2016 16:00
INC0000066,New,TRUE,0,0,0,TRUE,Caller 3796,Opened by  24,2/29/2016 8:03,Created by 13,2/29/2016 8:18,Updated by 60,2/29/2016 8:18,Phone,Location 161,Category 55,Subcategory 185,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,?,TRUE,FALSE,Do Not Notify,?,?,?,?,code 5,Resolved by 208,3/2/2016 14:37,3/7/2016 15:00
INC0000066,New,TRUE,1,0,1,TRUE,Caller 3796,Opened by  24,2/29/2016 8:03,Created by 13,2/29/2016 8:18,Updated by 750,2/29/2016 11:10,Phone,Location 161,Category 55,Subcategory 185,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 54,?,TRUE,FALSE,Do Not Notify,?,?,?,?,code 5,Resolved by 208,3/2/2016 14:37,3/7/2016 15:00
INC0000066,Resolved,TRUE,1,0,2,TRUE,Caller 3796,Opened by  24,2/29/2016 8:03,Created by 13,2/29/2016 8:18,Updated by 874,3/2/2016 14:37,Phone,Location 161,Category 55,Subcategory 185,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 54,?,TRUE,FALSE,Do Not Notify,?,?,?,?,code 5,Resolved by 208,3/2/2016 14:37,3/7/2016 15:00
INC0000066,Closed,FALSE,1,0,3,TRUE,Caller 3796,Opened by  24,2/29/2016 8:03,Created by 13,2/29/2016 8:18,Updated by 908,3/7/2016 15:00,Phone,Location 161,Category 55,Subcategory 185,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 54,?,TRUE,FALSE,Do Not Notify,?,?,?,?,code 5,Resolved by 208,3/2/2016 14:37,3/7/2016 15:00
INC0000067,New,TRUE,0,0,0,TRUE,Caller 442,Opened by  180,2/29/2016 8:03,Created by 81,2/29/2016 8:05,Updated by 340,2/29/2016 8:05,Phone,Location 143,Category 9,Subcategory 110,Symptom 470,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 236,TRUE,FALSE,Do Not Notify,?,?,?,?,code 1,Resolved by 215,3/2/2016 11:11,3/7/2016 12:00
INC0000067,New,TRUE,0,0,1,TRUE,Caller 442,Opened by  180,2/29/2016 8:03,Created by 81,2/29/2016 8:05,Updated by 340,2/29/2016 8:13,Phone,Location 143,Category 9,Subcategory 110,Symptom 470,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 236,TRUE,FALSE,Do Not Notify,?,?,?,?,code 1,Resolved by 215,3/2/2016 11:11,3/7/2016 12:00
INC0000067,New,TRUE,0,0,2,TRUE,Caller 442,Opened by  180,2/29/2016 8:03,Created by 81,2/29/2016 8:05,Updated by 340,2/29/2016 8:15,Phone,Location 143,Category 9,Subcategory 110,Symptom 470,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 236,TRUE,FALSE,Do Not Notify,?,?,?,?,code 1,Resolved by 215,3/2/2016 11:11,3/7/2016 12:00
INC0000067,Active,TRUE,0,0,3,TRUE,Caller 442,Opened by  180,2/29/2016 8:03,Created by 81,2/29/2016 8:05,Updated by 340,2/29/2016 8:16,Phone,Location 143,Category 9,Subcategory 110,Symptom 470,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 17,TRUE,FALSE,Do Not Notify,?,?,?,?,code 1,Resolved by 215,3/2/2016 11:11,3/7/2016 12:00
INC0000067,Active,TRUE,0,0,4,TRUE,Caller 442,Opened by  180,2/29/2016 8:03,Created by 81,2/29/2016 8:05,Updated by 60,2/29/2016 8:30,Phone,Location 143,Category 9,Subcategory 110,Symptom 470,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 17,TRUE,FALSE,Do Not Notify,?,?,?,?,code 1,Resolved by 215,3/2/2016 11:11,3/7/2016 12:00
INC0000067,Active,TRUE,1,0,5,TRUE,Caller 442,Opened by  180,2/29/2016 8:03,Created by 81,2/29/2016 8:05,Updated by 340,2/29/2016 9:43,Phone,Location 143,Category 9,Subcategory 110,Symptom 470,?,2 - Medium,2 - Medium,3 - Moderate,Group 28,?,TRUE,FALSE,Do Not Notify,?,?,?,?,code 1,Resolved by 215,3/2/2016 11:11,3/7/2016 12:00
INC0000067,Active,TRUE,1,0,6,TRUE,Caller 442,Opened by  180,2/29/2016 8:03,Created by 81,2/29/2016 8:05,Updated by 340,2/29/2016 9:44,Phone,Location 143,Category 9,Subcategory 110,Symptom 470,?,2 - Medium,2 - Medium,3 - Moderate,Group 28,?,TRUE,FALSE,Do Not Notify,?,?,?,?,code 1,Resolved by 215,3/2/2016 11:11,3/7/2016 12:00
INC0000067,Active,TRUE,1,0,7,TRUE,Caller 442,Opened by  180,2/29/2016 8:03,Created by 81,2/29/2016 8:05,Updated by 88,2/29/2016 9:58,Phone,Location 143,Category 9,Subcategory 110,Symptom 470,?,2 - Medium,2 - Medium,3 - Moderate,Group 28,?,TRUE,FALSE,Do Not Notify,?,?,?,?,code 1,Resolved by 215,3/2/2016 11:11,3/7/2016 12:00
INC0000067,Active,TRUE,1,0,8,TRUE,Caller 442,Opened by  180,2/29/2016 8:03,Created by 81,2/29/2016 8:05,Updated by 928,3/2/2016 9:18,Phone,Location 143,Category 9,Subcategory 110,Symptom 470,?,2 - Medium,2 - Medium,3 - Moderate,Group 28,Resolver 236,TRUE,FALSE,Do Not Notify,?,?,?,?,code 1,Resolved by 215,3/2/2016 11:11,3/7/2016 12:00
INC0000067,Resolved,TRUE,1,0,9,TRUE,Caller 442,Opened by  180,2/29/2016 8:03,Created by 81,2/29/2016 8:05,Updated by 928,3/2/2016 11:11,Phone,Location 143,Category 9,Subcategory 110,Symptom 470,?,2 - Medium,2 - Medium,3 - Moderate,Group 28,Resolver 236,TRUE,FALSE,Do Not Notify,?,?,?,?,code 1,Resolved by 215,3/2/2016 11:11,3/7/2016 12:00
INC0000067,Closed,FALSE,1,0,10,TRUE,Caller 442,Opened by  180,2/29/2016 8:03,Created by 81,2/29/2016 8:05,Updated by 908,3/7/2016 12:00,Phone,Location 143,Category 9,Subcategory 110,Symptom 470,?,2 - Medium,2 - Medium,3 - Moderate,Group 28,Resolver 236,TRUE,FALSE,Do Not Notify,?,?,?,?,code 1,Resolved by 215,3/2/2016 11:11,3/7/2016 12:00
INC0000070,New,TRUE,0,0,0,TRUE,Caller 3757,Opened by  131,2/29/2016 8:11,Created by 62,2/29/2016 8:38,Updated by 265,2/29/2016 8:38,Phone,Location 46,Category 9,Subcategory 164,Symptom 592,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 31,TRUE,FALSE,Do Not Notify,?,?,?,?,code 11,Resolved by 30,3/8/2016 9:55,3/24/2016 18:40
INC0000070,Active,TRUE,0,0,1,TRUE,Caller 3757,Opened by  131,2/29/2016 8:11,Created by 62,2/29/2016 8:38,Updated by 723,2/29/2016 13:18,Phone,Location 46,Category 9,Subcategory 164,Symptom 592,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 31,TRUE,FALSE,Do Not Notify,?,?,?,?,code 11,Resolved by 30,3/8/2016 9:55,3/24/2016 18:40
INC0000070,Active,TRUE,0,0,2,TRUE,Caller 3757,Opened by  131,2/29/2016 8:11,Created by 62,2/29/2016 8:38,Updated by 723,2/29/2016 13:21,Phone,Location 46,Category 9,Subcategory 164,Symptom 592,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 186,TRUE,FALSE,Do Not Notify,?,?,?,?,code 11,Resolved by 30,3/8/2016 9:55,3/24/2016 18:40
INC0000070,Awaiting User Info,TRUE,0,0,3,TRUE,Caller 3757,Opened by  131,2/29/2016 8:11,Created by 62,2/29/2016 8:38,Updated by 723,2/29/2016 13:26,Phone,Location 46,Category 9,Subcategory 164,Symptom 592,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 186,TRUE,FALSE,Do Not Notify,?,?,?,?,code 11,Resolved by 30,3/8/2016 9:55,3/24/2016 18:40
INC0000070,Awaiting User Info,TRUE,1,0,5,TRUE,Caller 3757,Opened by  131,2/29/2016 8:11,Created by 62,2/29/2016 8:38,Updated by 336,3/4/2016 11:49,Phone,Location 46,Category 9,Subcategory 164,Symptom 592,?,2 - Medium,2 - Medium,3 - Moderate,Group 29,?,TRUE,FALSE,Do Not Notify,?,?,?,?,code 11,Resolved by 30,3/8/2016 9:55,3/24/2016 18:40
INC0000070,Awaiting User Info,TRUE,1,0,7,TRUE,Caller 3757,Opened by  131,2/29/2016 8:11,Created by 62,2/29/2016 8:38,Updated by 135,3/8/2016 9:54,Phone,Location 46,Category 9,Subcategory 164,Symptom 592,?,2 - Medium,2 - Medium,3 - Moderate,Group 29,?,TRUE,FALSE,Do Not Notify,?,?,?,?,code 11,Resolved by 30,3/8/2016 9:55,3/24/2016 18:40
INC0000070,Resolved,TRUE,1,0,8,TRUE,Caller 3757,Opened by  131,2/29/2016 8:11,Created by 62,2/29/2016 8:38,Updated by 135,3/8/2016 9:55,Phone,Location 46,Category 9,Subcategory 164,Symptom 592,?,2 - Medium,2 - Medium,3 - Moderate,Group 29,Resolver 31,TRUE,FALSE,Do Not Notify,?,?,?,?,code 11,Resolved by 30,3/8/2016 9:55,3/24/2016 18:40
INC0000070,Closed,FALSE,1,0,9,FALSE,Caller 3757,Opened by  131,2/29/2016 8:11,Created by 62,2/29/2016 8:38,Updated by 908,3/24/2016 18:40,Phone,Location 46,Category 9,Subcategory 164,Symptom 592,?,2 - Medium,2 - Medium,3 - Moderate,Group 29,Resolver 31,TRUE,FALSE,Do Not Notify,?,?,?,?,code 11,Resolved by 30,3/8/2016 9:55,3/24/2016 18:40
INC0000071,New,TRUE,0,0,0,TRUE,Caller 271,Opened by  180,2/29/2016 8:12,Created by 81,2/29/2016 8:17,Updated by 340,2/29/2016 8:17,Phone,Location 161,Category 9,Subcategory 164,Symptom 470,?,2 - Medium,2 - Medium,3 - Moderate,Group 24,Resolver 249,TRUE,FALSE,Do Not Notify,?,?,?,?,code 5,Resolved by 227,3/1/2016 10:38,3/6/2016 11:00
INC0000071,New,TRUE,0,0,1,TRUE,Caller 271,Opened by  180,2/29/2016 8:12,Created by 81,2/29/2016 8:17,Updated by 974,3/1/2016 8:35,Phone,Location 161,Category 9,Subcategory 164,Symptom 470,?,2 - Medium,2 - Medium,3 - Moderate,Group 24,Resolver 249,TRUE,FALSE,Do Not Notify,?,?,?,?,code 5,Resolved by 227,3/1/2016 10:38,3/6/2016 11:00
INC0000071,New,TRUE,0,0,2,TRUE,Caller 271,Opened by  180,2/29/2016 8:12,Created by 81,2/29/2016 8:17,Updated by 974,3/1/2016 8:37,Phone,Location 161,Category 9,Subcategory 164,Symptom 470,?,2 - Medium,2 - Medium,3 - Moderate,Group 24,Resolver 249,TRUE,FALSE,Do Not Notify,?,?,?,?,code 5,Resolved by 227,3/1/2016 10:38,3/6/2016 11:00
INC0000071,New,TRUE,0,0,3,TRUE,Caller 271,Opened by  180,2/29/2016 8:12,Created by 81,2/29/2016 8:17,Updated by 974,3/1/2016 8:40,Phone,Location 161,Category 9,Subcategory 164,Symptom 470,?,2 - Medium,2 - Medium,3 - Moderate,Group 24,Resolver 249,TRUE,FALSE,Do Not Notify,?,?,?,?,code 5,Resolved by 227,3/1/2016 10:38,3/6/2016 11:00
INC0000071,Awaiting User Info,TRUE,0,0,4,TRUE,Caller 271,Opened by  180,2/29/2016 8:12,Created by 81,2/29/2016 8:17,Updated by 974,3/1/2016 8:40,Phone,Location 161,Category 9,Subcategory 164,Symptom 470,?,2 - Medium,2 - Medium,3 - Moderate,Group 24,Resolver 249,TRUE,FALSE,Do Not Notify,?,?,?,?,code 5,Resolved by 227,3/1/2016 10:38,3/6/2016 11:00
INC0000071,Awaiting User Info,TRUE,0,0,5,TRUE,Caller 271,Opened by  180,2/29/2016 8:12,Created by 81,2/29/2016 8:17,Updated by 974,3/1/2016 10:37,Phone,Location 161,Category 9,Subcategory 164,Symptom 470,?,2 - Medium,2 - Medium,3 - Moderate,Group 24,Resolver 249,TRUE,FALSE,Do Not Notify,?,?,?,?,code 5,Resolved by 227,3/1/2016 10:38,3/6/2016 11:00
INC0000071,Resolved,TRUE,0,0,6,TRUE,Caller 271,Opened by  180,2/29/2016 8:12,Created by 81,2/29/2016 8:17,Updated by 974,3/1/2016 10:38,Phone,Location 161,Category 9,Subcategory 164,Symptom 470,?,2 - Medium,2 - Medium,3 - Moderate,Group 24,Resolver 249,TRUE,FALSE,Do Not Notify,?,?,?,?,code 5,Resolved by 227,3/1/2016 10:38,3/6/2016 11:00
INC0000071,Closed,FALSE,0,0,7,TRUE,Caller 271,Opened by  180,2/29/2016 8:12,Created by 81,2/29/2016 8:17,Updated by 908,3/6/2016 11:00,Phone,Location 161,Category 9,Subcategory 164,Symptom 470,?,2 - Medium,2 - Medium,3 - Moderate,Group 24,Resolver 249,TRUE,FALSE,Do Not Notify,?,?,?,?,code 5,Resolved by 227,3/1/2016 10:38,3/6/2016 11:00
INC0000073,Active,TRUE,0,0,0,TRUE,Caller 2519,Opened by  40,2/29/2016 8:22,Created by 20,2/29/2016 8:30,Updated by 88,2/29/2016 8:30,Phone,Location 42,Category 53,Subcategory 271,Symptom 470,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,?,TRUE,FALSE,Do Not Notify,Problem ID  2,?,?,?,code 11,Resolved by 208,3/1/2016 15:37,3/6/2016 16:00
INC0000073,Active,TRUE,0,0,2,TRUE,Caller 2519,Opened by  40,2/29/2016 8:22,Created by 20,2/29/2016 8:30,Updated by 451,2/29/2016 10:06,Phone,Location 42,Category 53,Subcategory 271,Symptom 470,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,?,TRUE,FALSE,Do Not Notify,Problem ID  2,?,?,?,code 11,Resolved by 208,3/1/2016 15:37,3/6/2016 16:00
INC0000073,Active,TRUE,1,0,3,TRUE,Caller 2519,Opened by  40,2/29/2016 8:22,Created by 20,2/29/2016 8:30,Updated by 750,2/29/2016 11:11,Phone,Location 42,Category 53,Subcategory 271,Symptom 470,?,2 - Medium,2 - Medium,3 - Moderate,Group 54,?,TRUE,FALSE,Do Not Notify,Problem ID  2,?,?,?,code 11,Resolved by 208,3/1/2016 15:37,3/6/2016 16:00
INC0000073,Active,TRUE,1,0,4,TRUE,Caller 2519,Opened by  40,2/29/2016 8:22,Created by 20,2/29/2016 8:30,Updated by 874,3/1/2016 15:35,Phone,Location 42,Category 53,Subcategory 271,Symptom 470,?,2 - Medium,2 - Medium,3 - Moderate,Group 54,?,TRUE,FALSE,Do Not Notify,Problem ID  2,?,?,?,code 11,Resolved by 208,3/1/2016 15:37,3/6/2016 16:00
INC0000073,Resolved,TRUE,1,0,5,TRUE,Caller 2519,Opened by  40,2/29/2016 8:22,Created by 20,2/29/2016 8:30,Updated by 874,3/1/2016 15:37,Phone,Location 42,Category 53,Subcategory 271,Symptom 470,?,2 - Medium,2 - Medium,3 - Moderate,Group 54,?,TRUE,FALSE,Do Not Notify,Problem ID  2,?,?,?,code 11,Resolved by 208,3/1/2016 15:37,3/6/2016 16:00
INC0000073,Closed,FALSE,1,0,6,TRUE,Caller 2519,Opened by  40,2/29/2016 8:22,Created by 20,2/29/2016 8:30,Updated by 908,3/6/2016 16:00,Phone,Location 42,Category 53,Subcategory 271,Symptom 470,?,2 - Medium,2 - Medium,3 - Moderate,Group 54,?,TRUE,FALSE,Do Not Notify,Problem ID  2,?,?,?,code 11,Resolved by 208,3/1/2016 15:37,3/6/2016 16:00
